Entry,Majority protein IDs,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
Q86UE3,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
Q9BUY5,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
Q14584,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
Q15973,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
Q8TA94,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
Q9BS34,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
Q0D2J5,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
Q8N8L2,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
P17030,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
Q7L945,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
Q96BR6,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
Q9ULM2,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
Q15935,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
C9JN71,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
P17024,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
Q9BR84,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
P52737,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
